Project,Date,Chinook Run,Chinook,Jack Chinook,Steelhead,Wild Steelhead,Sockeye,Coho,Jack Coho,Shad,Lamprey,Bull Trout,Chum,Pink,TempC
Willamette Falls,4/20/2003,,916,11,180,,,,,,,,,,
Willamette Falls,4/21/2003,,1334,10,157,,,,,,,,,,11.1
Willamette Falls,4/22/2003,,1511,43,128,,,,,,,,,,10.6
Willamette Falls,4/23/2003,,1674,10,169,,,,,,,,,,10.6
Willamette Falls,4/24/2003,,1341,33,103,,,,,,,,,,10.6
Willamette Falls,4/25/2003,,1117,12,66,,,,,,,,,,10
Willamette Falls,4/26/2003,,622,,46,,,,,,,,,,
Willamette Falls,4/27/2003,,588,1,120,,,,,,,,,,
Willamette Falls,4/28/2003,,1118,10,188,,,,,,,,,,10.6
Willamette Falls,4/29/2003,,2013,43,278,,,,,,,,,,10.6
Willamette Falls,4/30/2003,,2276,36,194,,,,,,,,,,11.1
Willamette Falls,5/1/2003,,2066,36,239,,,,,,,,,,11.7
Willamette Falls,5/2/2003,,2292,36,220,,,,,,,,,,12.2
Willamette Falls,5/3/2003,,2589,60,168,,,,,,,,,,
Willamette Falls,5/4/2003,,2544,49,179,,,,,,,,,,
Willamette Falls,5/5/2003,,2251,30,204,,,,,,,,,,12.8
Willamette Falls,5/6/2003,,2046,24,198,,,,,,,,,,12.2
Willamette Falls,5/7/2003,,1512,21,200,,,,,,,,,,11.7
Willamette Falls,5/8/2003,,1241,21,126,,,,,,,,,,11.1
Willamette Falls,5/9/2003,,1591,33,156,,,,,,,,,,11.7
Willamette Falls,5/10/2003,,1758,29,143,,,,,,,,,,
Willamette Falls,5/11/2003,,1984,30,171,,,,,,,,,,
Willamette Falls,5/12/2003,,1751,80,250,,,,,,,,,,
Willamette Falls,5/13/2003,,2447,59,238,,,,,,,,,,12.8
Willamette Falls,5/14/2003,,2339,34,230,,,,,,,,,,13.9
Willamette Falls,5/15/2003,,2163,36,254,,,,,,,,,,14.4
Willamette Falls,5/16/2003,,1625,21,168,,,,,,,,,,14.4
Willamette Falls,5/17/2003,,1558,44,231,,,,,,,,,,
Willamette Falls,5/18/2003,,1143,42,161,,,,,,,,,,
Willamette Falls,5/19/2003,,1387,25,228,,,,,,,,,,12.8
Willamette Falls,5/20/2003,,1632,45,250,,,,,,,,,,13.3
Willamette Falls,5/21/2003,,1581,37,195,,,,,,,,,,13.3
Willamette Falls,5/22/2003,,2020,51,216,,,,,,,,,,
Willamette Falls,5/23/2003,,1716,51,239,,,,,,,,,,15
Willamette Falls,5/24/2003,,1704,42,195,,,,,,,,,,
Willamette Falls,5/25/2003,,1487,36,157,,,,,,,,,,
Willamette Falls,5/26/2003,,1012,32,145,,,,,,,,,,17.2
Willamette Falls,5/27/2003,,865,27,184,,,,,,,,,,16.7
Willamette Falls,5/28/2003,,852,20,178,,,,,,,,,,16.1
Willamette Falls,5/29/2003,,1120,21,127,,,,,,,,,,15.6
Willamette Falls,5/30/2003,,778,22,153,,,,,,,,,,16.7
Willamette Falls,5/31/2003,,685,15,140,,,,,,,,,,
Willamette Falls,6/1/2003,,830,16,138,,,,,,,,,,
Willamette Falls,6/2/2003,,697,17,131,,,,,,,,,,16.1
Willamette Falls,6/3/2003,,666,15,162,,,,,,,,,,16.1
Willamette Falls,6/4/2003,,510,15,123,,,,,,,,,,
Willamette Falls,6/5/2003,,887,17,170,,,,,,,,,,17.2
Willamette Falls,6/6/2003,,397,11,75,,,,,,,,,,17.8
Willamette Falls,6/7/2003,,578,17,135,,,,,,,,,,
Willamette Falls,6/8/2003,,555,8,187,,,,,,,,,,
Willamette Falls,6/9/2003,,582,18,167,,,,,,,,,,18.9
Willamette Falls,6/10/2003,,397,30,104,,,,,,,,,,18.3
Willamette Falls,6/11/2003,,331,17,82,,,,,,,,,,17.8
Willamette Falls,6/12/2003,,348,13,112,,,,,,,,,,17.2
Willamette Falls,6/13/2003,,298,18,113,,,,,,,,,,17.2
Willamette Falls,6/14/2003,,259,11,71,,,,,,,,,,
Willamette Falls,6/15/2003,,491,13,126,,,,,,,,,,
Willamette Falls,6/16/2003,,537,33,105,,,,,,,,,,17.2
Willamette Falls,6/17/2003,,682,10,140,,,,,,,,,,17.8
Willamette Falls,6/18/2003,,606,6,118,,,,,,,,,,18.3
Willamette Falls,6/19/2003,,646,12,103,,,,,,,,,,18.9
Willamette Falls,6/20/2003,,759,11,125,,,,,,,,,,18.9
Willamette Falls,6/21/2003,,642,9,143,,,,,,,,,,
Willamette Falls,6/22/2003,,490,3,204,,,,,,,,,,
Willamette Falls,6/23/2003,,381,4,187,,,,,,,,,,18.3
Willamette Falls,6/24/2003,,353,9,194,,,,,,,,,,17.8
Willamette Falls,6/25/2003,,366,16,246,,,,,,,,,,17.8
Willamette Falls,6/26/2003,,290,18,170,,,,,,,,,,
Willamette Falls,6/27/2003,,444,3,253,,,,,,,,,,19.4
Willamette Falls,6/28/2003,,317,7,215,,,,,,,,,,
Willamette Falls,6/29/2003,,378,1,249,,,,,,,,,,
Willamette Falls,6/30/2003,,237,18,128,,,,,,,,,,22.2
Willamette Falls,7/1/2003,,190,13,91,,,,,,,,,,
Willamette Falls,7/2/2003,,178,13,57,,,,,,,,,,22.2
Willamette Falls,7/3/2003,,169,6,36,,,,,,,,,,22.8
Willamette Falls,7/4/2003,,88,5,33,,,,,,,,,,
Willamette Falls,7/5/2003,,101,1,37,,,,,,,,,,22.2
Willamette Falls,7/6/2003,,128,,51,,,,,,,,,,
Willamette Falls,7/7/2003,,126,7,25,,,,,,,,,,21.7
Willamette Falls,7/8/2003,,74,7,46,,,,,,,,,,21.7
Willamette Falls,7/9/2003,,40,,20,,,,,,,,,,21.7
Willamette Falls,7/10/2003,,45,2,33,,,,,,,,,,22.2
Willamette Falls,7/11/2003,,37,8,38,,,,,,,,,,
Willamette Falls,7/12/2003,,42,6,31,,,,,,,,,,
Willamette Falls,7/13/2003,,34,5,44,,,,,,,,,,
Willamette Falls,7/14/2003,,66,5,39,,,,,,,,,,22.8
Willamette Falls,7/15/2003,,72,3,38,,,,,,,,,,22.8
Willamette Falls,7/16/2003,,64,3,13,,,,,,,,,,23.3
Willamette Falls,7/17/2003,,33,3,11,,,,,,,,,,23.3
Willamette Falls,7/18/2003,,59,2,33,,,,,,,,,,23.9
Willamette Falls,7/19/2003,,31,3,47,,,,,,,,,,
Willamette Falls,7/20/2003,,25,4,28,,,,,,,,,,
Willamette Falls,7/21/2003,,18,2,17,,,,,,,,,,23.9
Willamette Falls,7/22/2003,,7,,14,,,,,,,,,,
Willamette Falls,7/23/2003,,3,4,5,,,,,,,,,,23.9
Willamette Falls,7/24/2003,,9,1,5,,,,,,,,,,23.9
Willamette Falls,7/25/2003,,3,,1,,,,,,,,,,24.4
Willamette Falls,7/26/2003,,4,2,4,,,,,,,,,,
Willamette Falls,7/27/2003,,2,,1,,,,,,,,,,
Willamette Falls,7/28/2003,,4,,1,,,,,,,,,,24.4
Willamette Falls,7/29/2003,,3,,2,,,,,,,,,,
Willamette Falls,7/30/2003,,2,1,,,,,,,,,,,23.9
Willamette Falls,7/31/2003,,1,,,,,,,,,,,,
Willamette Falls,8/1/2003,,4,,,,,,,,,,,,23.9
Willamette Falls,8/2/2003,,8,,,,,,,,,,,,
Willamette Falls,8/3/2003,,4,,,,,,,,,,,,
Willamette Falls,8/4/2003,,2,,,,,,,,,,,,23.9
Willamette Falls,8/5/2003,,3,,,,,,,,,,,,23.9
Willamette Falls,8/6/2003,,7,2,1,,,,,,,,,,23.3
Willamette Falls,8/7/2003,,14,5,2,,,,,,,,,,
Willamette Falls,8/8/2003,,1,1,2,,,,,,,,,,22.2
Willamette Falls,8/9/2003,,27,,9,,,,,,,,,,
Willamette Falls,8/10/2003,,21,2,7,,,,,,,,,,
Willamette Falls,8/11/2003,,25,5,11,,,,,,,,,,22.2
Willamette Falls,8/12/2003,,13,1,9,,,,,,,,,,22.2
Willamette Falls,8/13/2003,,13,2,8,,,,,,,,,,22.8
Willamette Falls,8/14/2003,,10,1,11,,,,,,,,,,22.8
Willamette Falls,8/15/2003,,13,1,7,,,,,,,,,,22.8
Willamette Falls,8/16/2003,,3,,7,,,,,,,,,,
Willamette Falls,8/17/2003,,5,1,8,,,,,,,,,,
Willamette Falls,8/18/2003,,5,1,9,,,,,,,,,,22.8
Willamette Falls,8/19/2003,,10,,9,,,,,,,,,,22.8
Willamette Falls,8/20/2003,,2,,4,,,1,,,,,,,22.2
Willamette Falls,8/21/2003,,3,,7,,,,,,,,,,22.2
Willamette Falls,8/22/2003,,5,,7,,,,,,,,,,22.2
Willamette Falls,8/23/2003,,2,,7,,,,,,,,,,
Willamette Falls,8/24/2003,,5,2,8,,,,,,,,,,
Willamette Falls,8/25/2003,,1,,6,,,,,,,,,,22.2
Willamette Falls,8/26/2003,,2,2,18,,,1,4,,,,,,
Willamette Falls,8/27/2003,,9,,8,,,1,1,,,,,,
Willamette Falls,8/28/2003,,6,1,12,,,4,4,,,,,,
Willamette Falls,8/29/2003,,10,,16,,,,1,,,,,,
Willamette Falls,8/30/2003,,11,,16,,,1,2,,,,,,
Willamette Falls,8/31/2003,,3,4,12,,,,,,,,,,
Willamette Falls,9/1/2003,,1,,16,,,,,,,,,,21.1
Willamette Falls,9/2/2003,,12,,23,,,,,,,,,,21.1
Willamette Falls,9/3/2003,,13,2,26,,,4,2,,,,,,21.7
Willamette Falls,9/4/2003,,11,,15,,,7,4,,,,,,21.7
Willamette Falls,9/5/2003,,5,,13,,,,1,,,,,,21.7
Willamette Falls,9/6/2003,,2,,21,,,2,1,,,,,,
Willamette Falls,9/7/2003,,1,,22,,,3,4,,,,,,
Willamette Falls,9/8/2003,,,,24,,,3,5,,,,,,21.1
Willamette Falls,9/9/2003,,7,,62,,,2,1,,,,,,21.1
Willamette Falls,9/10/2003,,5,,45,,,1,,,,,,,20.6
Willamette Falls,9/11/2003,,6,,22,,,16,5,,,,,,20
Willamette Falls,9/12/2003,,9,,31,,,27,1,,,,,,18.9
Willamette Falls,9/13/2003,,19,,51,,,73,13,,,,,,
Willamette Falls,9/14/2003,,13,3,54,,,136,24,,,,,,
Willamette Falls,9/15/2003,,18,,29,,,96,23,,,,,,17.8
Willamette Falls,9/16/2003,,7,,13,,,98,27,,,,,,
Willamette Falls,9/17/2003,,3,,26,,,177,43,,,,,,17.8
Willamette Falls,9/18/2003,,3,,28,,,162,49,,,,,,17.8
Willamette Falls,9/19/2003,,7,,46,,,208,47,,,,,,17.8
Willamette Falls,9/20/2003,,4,,23,,,141,44,,,,,,
Willamette Falls,9/21/2003,,18,3,49,,,210,40,,,,,,
Willamette Falls,9/22/2003,,11,2,46,,,252,55,,,,,,17.2
Willamette Falls,9/23/2003,,40,9,34,,,222,55,,,,,,17.8
Willamette Falls,9/24/2003,,10,,29,,,398,104,,,,,,17.8
Willamette Falls,9/25/2003,,5,,43,,,356,102,,,,,,17.8
Willamette Falls,9/26/2003,,2,,39,,,495,117,,,,,,17.8
Willamette Falls,9/27/2003,,7,,14,,,381,117,,,,,,
Willamette Falls,9/28/2003,,13,2,15,,,197,51,,,,,,
Willamette Falls,9/29/2003,,8,,12,,,268,89,,,,,,18.9
Willamette Falls,9/30/2003,,6,,10,,,133,61,,,,,,
Willamette Falls,10/1/2003,,5,,16,,,195,53,,,,,,18.9
Willamette Falls,10/2/2003,,8,,11,,,212,46,,,,,,18.9
Willamette Falls,10/3/2003,,3,1,3,,,110,30,,,,,,18.3
Willamette Falls,10/4/2003,,6,,4,,,171,57,,,,,,
Willamette Falls,10/5/2003,,4,1,9,,,136,41,,,,,,
Willamette Falls,10/6/2003,,2,,2,,,128,32,,,,,,17.2
Willamette Falls,10/7/2003,,,,5,,,176,37,,,,,,
Willamette Falls,10/8/2003,,2,,11,,,189,53,,,,,,16.7
Willamette Falls,10/9/2003,,1,,8,,,230,62,,,,,,16.7
Willamette Falls,10/10/2003,,,,7,,,177,26,,,,,,
Willamette Falls,10/11/2003,,,,16,,,141,37,,,,,,
Willamette Falls,10/12/2003,,,,6,,,124,22,,,,,,
Willamette Falls,10/13/2003,,2,,12,,,175,38,,,,,,15.6
Willamette Falls,10/14/2003,,3,,6,,,143,17,,,,,,15
Willamette Falls,10/15/2003,,2,,16,,,138,9,,,,,,13.9
Willamette Falls,10/16/2003,,3,,8,,,131,15,,,,,,13.9
Willamette Falls,10/17/2003,,,,20,,,121,21,,,,,,13.9
Willamette Falls,10/18/2003,,,,18,,,90,25,,,,,,
Willamette Falls,10/19/2003,,1,,8,,,91,10,,,,,,
Willamette Falls,10/20/2003,,,,2,,,132,27,,,,,,14.4
Willamette Falls,10/21/2003,,,,21,,,89,15,,,,,,15.6
Willamette Falls,10/22/2003,,,,6,,,82,17,,,,,,16.1
Willamette Falls,10/23/2003,,,,1,,,39,7,,,,,,16.1
Willamette Falls,10/24/2003,,,,1,,,76,10,,,,,,
Willamette Falls,10/25/2003,,,,8,,,52,13,,,,,,
Willamette Falls,10/26/2003,,,,3,,,22,1,,,,,,
Willamette Falls,10/27/2003,,,,1,,,39,15,,,,,,15.6
Willamette Falls,10/28/2003,,,,6,,,30,3,,,,,,15.6
Willamette Falls,10/29/2003,,,,,,,14,,,,,,,15.6
Willamette Falls,10/30/2003,,,,,,,14,,,,,,,13.9
Willamette Falls,10/31/2003,,,,2,,,17,,,,,,,13.3
Willamette Falls,11/1/2003,,,,6,,,19,1,,,,,,
Willamette Falls,11/2/2003,,,,1,,,9,1,,,,,,
Willamette Falls,11/3/2003,,,,2,,,15,,,,,,,11.1
Willamette Falls,11/4/2003,,,,1,,,5,1,,,,,,10
Willamette Falls,11/5/2003,,,,,,,1,1,,,,,,8.9
Willamette Falls,11/6/2003,,,,,,,2,1,,,,,,7.8
Willamette Falls,11/7/2003,,,,1,,,1,,,,,,,7.8
Willamette Falls,11/8/2003,,,,1,,,8,,,,,,,
Willamette Falls,11/9/2003,,,,4,,,8,,,,,,,
Willamette Falls,11/10/2003,,,,2,,,11,1,,,,,,8.3
Willamette Falls,11/11/2003,,,,3,,,7,,,,,,,
Willamette Falls,11/12/2003,,,,7,,,14,3,,,,,,8.9
Willamette Falls,11/13/2003,,,,4,,,11,1,,,,,,9.4
Willamette Falls,11/14/2003,,,,7,,,16,3,,,,,,9.4
Willamette Falls,11/15/2003,,,,6,,,19,7,,,,,,
Willamette Falls,11/16/2003,,,,5,,,16,,,,,,,
Willamette Falls,11/17/2003,,,,5,,,17,6,,,,,,9.4
Willamette Falls,11/18/2003,,,,6,,,32,4,,,,,,8.9
Willamette Falls,11/19/2003,,,,9,,,29,2,,,,,,10
Willamette Falls,11/20/2003,,,,6,,,32,,,,,,,9.4
Willamette Falls,11/21/2003,,,,7,,,37,1,,,,,,9.4
Willamette Falls,11/22/2003,,,,5,,,21,,,,,,,
Willamette Falls,11/23/2003,,,,2,,,9,,,,,,,
Willamette Falls,11/24/2003,,,,,,,,,,,,,,7.2
Willamette Falls,11/25/2003,,,,,,,,,,,,,,7.2
Willamette Falls,11/26/2003,,,,,,,1,,,,,,,7.2
Willamette Falls,11/27/2003,,,,1,,,,,,,,,,
Willamette Falls,11/28/2003,,,,5,,,,,,,,,,
Willamette Falls,11/29/2003,,,,5,,,,,,,,,,7.2
Willamette Falls,11/30/2003,,,,4,,,,,,,,,,
Willamette Falls,12/1/2003,,,,10,,,,,,,,,,8.3
Willamette Falls,12/2/2003,,,,26,,,5,,,,,,,8.3
Willamette Falls,12/3/2003,,,,23,,,,,,,,,,8.3
Willamette Falls,12/4/2003,,,,27,,,,,,,,,,8.3
Willamette Falls,12/5/2003,,,,23,,,,,,,,,,8.3
Willamette Falls,12/6/2003,,,,26,,,,,,,,,,
Willamette Falls,12/7/2003,,,,12,,,,,,,,,,8.3
Willamette Falls,12/8/2003,,,,16,,,2,,,,,,,
Willamette Falls,12/9/2003,,,,9,,,,,,,,,,8.3
Willamette Falls,12/10/2003,,,,16,,,,,,,,,,7.8
Willamette Falls,12/11/2003,,,,28,,,,,,,,,,7.8
Willamette Falls,12/12/2003,,,,41,,,,,,,,,,7.8
Willamette Falls,12/13/2003,,,,23,,,,,,,,,,
Willamette Falls,12/14/2003,,,,7,,,,,,,,,,
Willamette Falls,12/15/2003,,,,2,,,,,,,,,,7.8
Willamette Falls,12/16/2003,,,,10,,,,,,,,,,7.2
Willamette Falls,12/17/2003,,,,5,,,,,,,,,,7.2
Willamette Falls,12/18/2003,,,,13,,,,,,,,,,7.2
Willamette Falls,12/19/2003,,,,9,,,,,,,,,,7.2
Willamette Falls,12/20/2003,,,,12,,,,,,,,,,
Willamette Falls,12/21/2003,,,,99,,,,,,,,,,
Willamette Falls,12/22/2003,,,,61,,,,,,,,,,7.8
Willamette Falls,12/23/2003,,,,90,,,,,,,,,,7.8
Willamette Falls,12/24/2003,,,,57,,,1,,,,,,,7.2
Willamette Falls,12/25/2003,,,,53,,,,,,,,,,
Willamette Falls,12/26/2003,,,,29,,,,,,,,,,7.2
Willamette Falls,12/27/2003,,,,27,,,,,,,,,,
Willamette Falls,12/28/2003,,,,5,,,,,,,,,,
Willamette Falls,12/29/2003,,,,2,,,,,,,,,,6.1
Willamette Falls,12/30/2003,,,,3,,,,,,,,,,
Willamette Falls,12/31/2003,,,,2,,,,,,,,,,5
Willamette Falls,1/1/2004,,,,2,,,,,,,,,,5
Willamette Falls,1/2/2004,,,,9,,,,,,,,,,5
Willamette Falls,1/3/2004,,,,3,,,,,,,,,,
Willamette Falls,1/4/2004,,,,6,,,,,,,,,,4.4
Willamette Falls,1/5/2004,,,,2,,,,,,,,,,
Willamette Falls,1/6/2004,,,,1,,,,,,,,,,
Willamette Falls,1/7/2004,,,,1,,,,,,,,,,3.3
Willamette Falls,1/8/2004,,,,18,,,,,,,,,,
Willamette Falls,1/9/2004,,,,27,,,,,,,,,,3.9
Willamette Falls,1/10/2004,,,,105,,,,,,,,,,
Willamette Falls,1/11/2004,,,,111,,,,,,,,,,
Willamette Falls,1/12/2004,,,,55,,,,,,,,,,5.6
Willamette Falls,1/13/2004,,,,89,,,,,,,,,,5.6
Willamette Falls,1/14/2004,,,,102,,,,,,,,,,
Willamette Falls,1/15/2004,,,,92,,,,,,,,,,6.7
Willamette Falls,1/16/2004,,,,160,,,,,,,,,,6.7
Willamette Falls,1/17/2004,,,,102,,,,,,,,,,7.2
Willamette Falls,1/18/2004,,,,81,,,,,,,,,,
Willamette Falls,1/19/2004,,,,110,,,,,,,,,,
Willamette Falls,1/20/2004,,,,123,,,,,,,,,,7.2
Willamette Falls,1/21/2004,,,,75,,,,,,,,,,7.2
Willamette Falls,1/22/2004,,,,42,,,,,,,,,,6.7
Willamette Falls,1/23/2004,,,,51,,,,,,,,,,6.1
Willamette Falls,1/24/2004,,,,84,,,,,,,,,,
Willamette Falls,1/25/2004,,,,24,,,,,,,,,,
Willamette Falls,1/26/2004,,,,39,,,,,,,,,,6.7
Willamette Falls,1/27/2004,,,,26,,,,,,,,,,6.7
Willamette Falls,1/28/2004,,,,123,,,,,,,,,,6.7
Willamette Falls,1/29/2004,,,,69,,,,,,,,,,
Willamette Falls,1/30/2004,,,,16,,,,,,,,,,7.8
Willamette Falls,1/31/2004,,,,13,,,,,,,,,,
Willamette Falls,2/1/2004,,,,17,,,,,,,,,,
Willamette Falls,2/2/2004,,,,21,,,,,,,,,,6.7
Willamette Falls,2/3/2004,,,,28,,,,,,,,,,6.7
Willamette Falls,2/4/2004,,,,56,,,,,,,,,,
Willamette Falls,2/5/2004,,,,116,,,,,,,,,,
Willamette Falls,2/6/2004,,,,104,,,,,,,,,,7.2
Willamette Falls,2/7/2004,,,,145,,,,,,,,,,
Willamette Falls,2/8/2004,,,,110,,,,,,,,,,
Willamette Falls,2/9/2004,,,,119,,,,,,,,,,7.2
Willamette Falls,2/10/2004,,,,99,,,,,,,,,,
Willamette Falls,2/11/2004,,,,86,,,,,,,,,,6.7
Willamette Falls,2/12/2004,,,,68,,,,,,,,,,
Willamette Falls,2/13/2004,,,,47,,,,,,,,,,6.7
Willamette Falls,2/14/2004,,,,56,,,,,,,,,,
Willamette Falls,2/15/2004,,,,51,,,,,,,,,,
Willamette Falls,2/16/2004,,,,112,,,,,,,,,,
Willamette Falls,2/17/2004,,,,215,,,,,,,,,,7.2
Willamette Falls,2/18/2004,,,,121,,,,,,,,,,7.2
Willamette Falls,2/19/2004,,,,89,,,,,,,,,,5.6
Willamette Falls,2/20/2004,,,,90,,,,,,,,,,7.8
Willamette Falls,2/21/2004,,,,172,,,,,,,,,,
Willamette Falls,2/22/2004,,,,191,,,,,,,,,,
Willamette Falls,2/23/2004,,,,105,,,,,,,,,,7.2
Willamette Falls,2/24/2004,,,,151,,,,,,,,,,7.8
Willamette Falls,2/25/2004,,,,106,,,,,,,,,,8.3
Willamette Falls,2/26/2004,,,,50,,,,,,,,,,8.3
Willamette Falls,2/27/2004,,,,42,,,,,,,,,,7.8
Willamette Falls,2/28/2004,,,,70,,,,,,,,,,
Willamette Falls,2/29/2004,,,,93,,,,,,,,,,
Willamette Falls,3/1/2004,,,,155,,,,,,,,,,7.8
Willamette Falls,3/2/2004,,,,97,,,,,,,,,,8.3
Willamette Falls,3/3/2004,,,,43,,,,,,,,,,8.3
Willamette Falls,3/4/2004,,,,57,,,,,,,,,,8.3
Willamette Falls,3/5/2004,,,,24,,,,,,,,,,8.3
Willamette Falls,3/6/2004,,,,42,,,,,,,,,,
Willamette Falls,3/7/2004,,1,,55,,,,,,,,,,
Willamette Falls,3/8/2004,,,,132,,,,,,,,,,8.3
Willamette Falls,3/9/2004,,1,,220,,,,,,,,,,9.4
Willamette Falls,3/10/2004,,,,84,,,,,,,,,,9.4
Willamette Falls,3/11/2004,,,,93,,,,,,,,,,10
Willamette Falls,3/12/2004,,3,,120,,,,,,,,,,10
Willamette Falls,3/13/2004,,1,,255,,,,,,,,,,
Willamette Falls,3/14/2004,,1,,112,,,,,,,,,,
Willamette Falls,3/15/2004,,1,,110,,,,,,,,,,10
Willamette Falls,3/16/2004,,6,,271,,,,,,,,,,10
Willamette Falls,3/17/2004,,8,,304,,,,,,,,,,10.6
Willamette Falls,3/18/2004,,10,,251,,,,,,,,,,10.6
Willamette Falls,3/19/2004,,4,,162,,,,,,,,,,10.6
Willamette Falls,3/20/2004,,3,,119,,,,,,,,,,
Willamette Falls,3/21/2004,,3,,86,,,,,,,,,,
Willamette Falls,3/22/2004,,27,,246,,,,,,,,,,10.6
Willamette Falls,3/23/2004,,20,,274,,,,,,,,,,10.6
Willamette Falls,3/24/2004,,37,,231,,,,,,,,,,
Willamette Falls,3/25/2004,,27,,298,,,,,,,,,,
Willamette Falls,3/26/2004,,6,,101,,,,,,,,,,
Willamette Falls,3/27/2004,,17,,94,,,,,,,,,,
Willamette Falls,3/28/2004,,15,,74,,,,,,,,,,
Willamette Falls,3/29/2004,,21,,101,,,,,,,,,,10
Willamette Falls,3/30/2004,,23,,147,,,,,,,,,,10.6
Willamette Falls,3/31/2004,,78,,215,,,,,,,,,,
Willamette Falls,4/1/2004,,104,,245,,,,,,,,,,11.1
Willamette Falls,4/2/2004,,142,,181,,,,,,,,,,10.6
Willamette Falls,4/3/2004,,117,,112,,,,,,,,,,
Willamette Falls,4/4/2004,,433,,209,,,,,,,,,,
Willamette Falls,4/5/2004,,767,,371,,,,,,,,,,11.7
Willamette Falls,4/6/2004,,587,,301,,,,,,,,,,11.7
Willamette Falls,4/7/2004,,583,,410,,,,,,,,,,
Willamette Falls,4/8/2004,,462,1,255,,,,,,,,,,11.7
Willamette Falls,4/9/2004,,339,,226,,,,,,,,,,11.1
Willamette Falls,4/10/2004,,697,1,398,,,,,,,,,,
Willamette Falls,4/11/2004,,1446,1,417,,,,,,,,,,
Willamette Falls,4/12/2004,,1923,,345,,,,,,,,,,13.3
Willamette Falls,4/13/2004,,1090,1,255,,,,,,,,,,
Willamette Falls,4/14/2004,,1244,2,279,,,,,,,,,,13.3
Willamette Falls,4/15/2004,,663,2,210,,,,,,,,,,12.8
Willamette Falls,4/16/2004,,801,1,198,,,,,,,,,,11.7
Willamette Falls,4/17/2004,,731,2,204,,,,,,,,,,
Willamette Falls,4/18/2004,,658,2,191,,,,,,,,,,
Willamette Falls,4/19/2004,,683,1,193,,,,,,,,,,11.7
Willamette Falls,4/20/2004,,895,1,226,,,,,,,,,,11.7
Willamette Falls,4/21/2004,,884,1,218,,,,,,,,,,11.1
Willamette Falls,4/22/2004,,527,2,169,,,,,,,,,,10.6
Willamette Falls,4/23/2004,,404,1,167,,,,,,,,,,10.6
Willamette Falls,4/24/2004,,642,1,188,,,,,,,,,,
Willamette Falls,4/25/2004,,1232,1,284,,,,,,,,,,
Willamette Falls,4/26/2004,,2341,6,516,,,,,,,,,,12.2
Willamette Falls,4/27/2004,,3883,6,456,,,,,,,,,,12.8
Willamette Falls,4/28/2004,,3677,9,448,,,,,,,,,,13.9
Willamette Falls,4/29/2004,,3304,16,395,,,,,,,,,,14.4
Willamette Falls,4/30/2004,,3002,32,471,,,,,,,,,,15
Willamette Falls,5/1/2004,,3362,19,455,,,,,,,,,,
Willamette Falls,5/2/2004,,2503,11,336,,,,,,,,,,
Willamette Falls,5/3/2004,,1832,17,218,,,,,,,,,,16.1
Willamette Falls,5/4/2004,,1980,10,273,,,,,,,,,,16.1
Willamette Falls,5/5/2004,,1872,19,236,,,,,,,,,,16.1
Willamette Falls,5/6/2004,,1560,19,176,,,,,,,,,,15.6
Willamette Falls,5/7/2004,,2823,25,604,,,,,,,,,,15.6
Willamette Falls,5/8/2004,,2062,19,351,,,,,,,,,,
Willamette Falls,5/9/2004,,2015,26,293,,,,,,,,,,
Willamette Falls,5/10/2004,,2104,16,417,,,,,,,,,,15
Willamette Falls,5/11/2004,,2148,18,355,,,,,,,,,,14.4
Willamette Falls,5/12/2004,,1703,12,443,,,,,,,,,,13.9
Willamette Falls,5/13/2004,,1482,9,437,,,,,,,,,,13.9
Willamette Falls,5/14/2004,,2079,9,709,,,,,,,,,,13.9
Willamette Falls,5/15/2004,,1710,16,469,,,,,,,,,,
Willamette Falls,5/16/2004,,1469,13,403,,,,,,,,,,
Willamette Falls,5/17/2004,,1292,14,417,,,,,,,,,,14.4
Willamette Falls,5/18/2004,,1504,19,483,,,,,,,,,,15
Willamette Falls,5/19/2004,,1522,16,357,,,,,,,,,,15
Willamette Falls,5/20/2004,,1567,8,486,,,,,,,,,,15.6
Willamette Falls,5/21/2004,,1297,2,578,,,,,,,,,,15.6
Willamette Falls,5/22/2004,,923,14,418,,,,,,,,,,
Willamette Falls,5/23/2004,,1150,17,416,,,,,,,,,,
Willamette Falls,5/24/2004,,711,16,238,,,,,,,,,,15
Willamette Falls,5/25/2004,,776,21,346,,,,,,,,,,15
Willamette Falls,5/26/2004,,873,18,475,,,,,,,,,,15.6
Willamette Falls,5/27/2004,,942,14,536,,,,,,,,,,15.6
Willamette Falls,5/28/2004,,726,6,438,,,,,,,,,,
Willamette Falls,5/29/2004,,583,8,472,,,,,,,,,,
Willamette Falls,5/30/2004,,503,11,499,,,,,,,,,,
Willamette Falls,5/31/2004,,197,,474,,,,,,,,,,12.8
Willamette Falls,6/1/2004,,236,4,699,,,,,,,,,,12.8
Willamette Falls,6/2/2004,,370,2,662,,,,,,,,,,
Willamette Falls,6/3/2004,,580,5,489,,,,,,,,,,15
Willamette Falls,6/4/2004,,315,6,169,,,,,,,,,,
Willamette Falls,6/5/2004,,269,5,225,,,,,,,,,,
Willamette Falls,6/6/2004,,330,5,130,,,,,,,,,,
Willamette Falls,6/7/2004,,467,4,173,,,,,,,,,,17.2
Willamette Falls,6/8/2004,,957,14,331,,,,,,,,,,17.2
Willamette Falls,6/9/2004,,720,11,328,,,,,,,,,,16.1
